28450.00,99999.00,201705010400.00,199.00,14.00,19.00,nan,nan,nan,nan,nan,3.20,nan,nan,nan,nan,71.00,nan,nan,nan,nan,31.00,31.00,1009.90,nan,984.80,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705010420.00,210.00,14.00,nan,2.00,nan,nan,nan,nan,2.30,nan,nan,nan,nan,10.00,nan,nan,nan,nan,30.00,30.00,nan,29.77,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010450.00,210.00,17.00,nan,1.00,nan,nan,nan,nan,3.10,nan,nan,nan,nan,45.00,nan,nan,nan,nan,30.00,30.00,nan,29.80,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010500.00,213.00,13.00,22.00,nan,nan,nan,nan,nan,1.60,nan,nan,nan,nan,61.00,nan,nan,nan,nan,31.00,31.00,1010.40,nan,985.30,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705010520.00,230.00,15.00,nan,1.00,nan,nan,nan,nan,0.90,nan,nan,nan,nan,72.00,nan,nan,nan,nan,30.00,30.00,nan,29.80,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010550.00,220.00,17.00,nan,1.00,nan,nan,nan,nan,0.90,nan,nan,nan,nan,27.00,nan,nan,nan,nan,30.00,30.00,nan,29.80,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010600.00,216.00,11.00,18.00,nan,nan,nan,nan,nan,1.80,nan,nan,nan,nan,67.00,nan,nan,nan,8.00,31.00,30.00,1011.00,nan,985.80,34.00,31.00,nan,nan,nan,nan,35.00
28450.00,99999.00,201705010620.00,210.00,16.00,nan,5.00,nan,nan,nan,nan,3.80,nan,nan,nan,nan,85.00,nan,nan,nan,nan,30.00,30.00,nan,29.80,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010650.00,220.00,17.00,nan,13.00,nan,nan,nan,nan,5.60,nan,nan,nan,nan,85.00,nan,nan,nan,nan,30.00,30.00,nan,29.83,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010700.00,222.00,11.00,18.00,nan,nan,nan,nan,nan,4.00,nan,nan,nan,nan,61.00,nan,nan,nan,nan,30.00,30.00,1011.80,nan,986.60,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705010720.00,220.00,20.00,nan,8.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,71.00,nan,nan,nan,nan,30.00,28.00,nan,29.83,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010750.00,220.00,18.00,nan,11.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.00,28.00,nan,29.83,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010800.00,210.00,13.00,19.00,nan,nan,nan,nan,nan,16.40,nan,nan,nan,nan,23.00,nan,nan,nan,nan,32.00,30.00,1012.40,nan,987.20,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705010820.00,220.00,18.00,nan,17.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.00,30.00,nan,29.85,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010850.00,220.00,16.00,nan,17.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.00,28.00,nan,29.85,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010900.00,216.00,13.00,17.00,nan,nan,nan,nan,nan,23.20,nan,nan,nan,nan,0.00,nan,nan,nan,8.00,34.00,31.00,1012.40,nan,987.40,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705010920.00,210.00,16.00,nan,26.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.00,30.00,nan,29.85,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705010950.00,220.00,17.00,nan,28.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,28.00,nan,29.85,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011000.00,216.00,16.00,24.00,nan,nan,nan,nan,nan,23.40,nan,nan,nan,nan,0.00,nan,nan,nan,nan,37.00,29.00,1012.70,nan,987.80,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011020.00,230.00,23.00,nan,39.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,27.00,nan,29.85,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011050.00,230.00,20.00,nan,37.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011100.00,221.00,13.00,19.00,nan,nan,nan,nan,nan,20.10,nan,nan,nan,nan,0.00,nan,nan,nan,nan,37.00,27.00,1013.30,nan,988.40,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011120.00,210.00,17.00,nan,37.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011150.00,220.00,18.00,32.00,40.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,25.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011200.00,216.00,14.00,24.00,nan,nan,nan,nan,nan,27.40,nan,nan,nan,nan,0.00,nan,nan,nan,8.00,40.00,25.00,1013.40,nan,988.60,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011220.00,210.00,17.00,nan,44.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011250.00,210.00,24.00,nan,43.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,28.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011300.00,205.00,16.00,25.00,nan,nan,nan,nan,nan,28.10,nan,nan,nan,nan,0.00,nan,nan,nan,nan,41.00,27.00,1013.20,nan,988.50,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011320.00,220.00,21.00,nan,42.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,28.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011350.00,230.00,23.00,nan,55.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,61.00,nan,nan,nan,nan,41.00,27.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011400.00,234.00,13.00,22.00,nan,nan,nan,nan,nan,18.20,nan,nan,nan,nan,52.00,nan,nan,nan,nan,41.00,27.00,1013.30,nan,988.60,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011420.00,230.00,26.00,nan,60.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,28.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011450.00,220.00,16.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,28.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011500.00,211.00,13.00,18.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,8.00,42.00,27.00,1013.20,nan,988.50,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011520.00,220.00,14.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.00,27.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011550.00,230.00,20.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011600.00,229.00,15.00,24.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,44.00,24.00,1013.00,nan,988.50,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011620.00,230.00,18.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011650.00,240.00,20.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011700.00,232.00,15.00,25.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,43.00,25.00,1013.30,nan,988.70,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705011720.00,240.00,18.00,30.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011750.00,230.00,16.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,29.88,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011800.00,229.00,15.00,23.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,8.00,42.00,26.00,1013.60,nan,988.90,44.00,30.00,nan,nan,nan,nan,34.00
28450.00,99999.00,201705011820.00,240.00,17.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,27.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011850.00,240.00,16.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,27.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011900.00,235.00,12.00,19.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,40.00,27.00,1014.10,nan,989.30,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705011920.00,240.00,16.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705011950.00,240.00,15.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012000.00,233.00,10.00,15.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,38.00,27.00,1014.50,nan,989.70,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705012020.00,990.00,15.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012050.00,240.00,17.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012100.00,231.00,11.00,16.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,0.00,38.00,27.00,1014.80,nan,989.90,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705012120.00,230.00,16.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,28.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012150.00,230.00,14.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.91,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012200.00,231.00,10.00,15.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,37.00,27.00,1015.00,nan,990.00,nan,nan,nan,nan,nan,nan,35.00
28450.00,99999.00,201705012220.00,240.00,14.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012250.00,230.00,13.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,28.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012300.00,228.00,9.00,14.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,36.00,28.00,1015.20,nan,990.20,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705012320.00,230.00,14.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,28.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705012350.00,230.00,14.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,28.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020000.00,225.00,9.00,13.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,0.00,36.00,28.00,1015.40,nan,990.40,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020020.00,230.00,14.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,28.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020050.00,230.00,13.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,27.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020100.00,234.00,9.00,12.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,36.00,28.00,1015.60,nan,990.60,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020120.00,250.00,11.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,27.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020150.00,250.00,13.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,27.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020200.00,243.00,8.00,13.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,36.00,27.00,1015.80,nan,990.80,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020220.00,240.00,9.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.00,27.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020250.00,250.00,13.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.94,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020300.00,255.00,10.00,18.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,0.00,37.00,26.00,1016.00,nan,991.00,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020320.00,260.00,13.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.97,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020350.00,990.00,10.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.97,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020400.00,264.00,10.00,17.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,38.00,27.00,1016.30,nan,991.30,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020420.00,280.00,13.00,24.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.00,27.00,nan,29.97,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020450.00,280.00,13.00,nan,nan,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,29.97,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020500.00,276.00,14.00,26.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,39.00,26.00,1016.50,nan,991.60,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020520.00,280.00,16.00,nan,nan,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,29.97,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020550.00,990.00,11.00,nan,nan,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,29.97,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020600.00,286.00,16.00,25.00,722.00,nan,nan,nan,nan,31.20,3.00,nan,nan,nan,nan,nan,nan,nan,0.00,41.00,26.00,1016.90,nan,992.10,42.00,35.00,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020620.00,300.00,13.00,nan,80.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,25.00,nan,30.00,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020650.00,990.00,13.00,24.00,nan,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,27.00,nan,30.00,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020700.00,283.00,15.00,27.00,nan,nan,nan,nan,nan,25.40,nan,nan,nan,nan,0.00,nan,nan,nan,nan,41.00,26.00,1017.50,nan,992.70,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020720.00,300.00,13.00,nan,nan,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,25.00,nan,30.00,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020750.00,990.00,14.00,nan,nan,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,25.00,nan,30.03,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020800.00,288.00,16.00,25.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,43.00,25.00,1018.00,nan,993.20,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020820.00,310.00,14.00,nan,48.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,25.00,nan,30.03,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020850.00,300.00,15.00,nan,48.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,25.00,nan,30.03,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020900.00,294.00,15.00,23.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,0.00,43.00,25.00,1018.70,nan,994.00,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705020920.00,310.00,15.00,nan,200.00,nan,nan,nan,nan,6.20,83.00,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,30.06,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705020950.00,990.00,17.00,29.00,nan,nan,nan,nan,nan,6.20,80.00,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,30.06,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021000.00,284.00,17.00,27.00,nan,nan,nan,nan,nan,29.70,nan,nan,nan,nan,0.00,nan,nan,nan,nan,45.00,24.00,1019.20,nan,994.50,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705021020.00,310.00,17.00,nan,48.00,nan,nan,nan,nan,6.20,16.00,nan,nan,nan,nan,nan,nan,nan,nan,43.00,23.00,nan,30.06,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021050.00,300.00,17.00,nan,48.00,nan,nan,nan,nan,6.20,80.00,nan,nan,nan,nan,nan,nan,nan,nan,41.00,25.00,nan,30.09,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021100.00,305.00,15.00,27.00,nan,nan,nan,nan,nan,23.70,nan,nan,nan,nan,0.00,nan,nan,nan,nan,42.00,26.00,1020.20,nan,995.40,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705021120.00,990.00,15.00,nan,48.00,nan,nan,nan,nan,6.20,16.00,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,30.09,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021150.00,310.00,17.00,nan,57.00,nan,nan,nan,nan,6.20,16.00,nan,nan,nan,nan,nan,nan,nan,nan,43.00,25.00,nan,30.09,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021200.00,298.00,16.00,25.00,nan,nan,nan,nan,nan,31.20,15.00,nan,nan,nan,nan,nan,nan,nan,8.00,44.00,24.00,1020.80,nan,996.10,nan,nan,nan,nan,nan,nan,34.00
28450.00,99999.00,201705021220.00,330.00,16.00,nan,47.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,81.00,nan,nan,nan,nan,39.00,27.00,nan,30.12,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021250.00,320.00,17.00,nan,39.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,81.00,nan,nan,nan,nan,37.00,30.00,nan,30.15,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021300.00,310.00,12.00,20.00,nan,nan,nan,nan,nan,29.50,nan,nan,nan,nan,81.00,nan,nan,nan,nan,39.00,32.00,1022.00,nan,997.00,nan,nan,nan,nan,nan,nan,33.00
28450.00,99999.00,201705021320.00,310.00,11.00,23.00,55.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.00,28.00,nan,30.15,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021350.00,330.00,15.00,nan,50.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,30.15,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021400.00,322.00,17.00,28.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,40.00,27.00,1022.60,nan,997.60,nan,nan,nan,nan,nan,nan,33.00
28450.00,99999.00,201705021420.00,330.00,14.00,nan,70.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,30.18,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021450.00,330.00,14.00,nan,50.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,30.18,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021500.00,310.00,19.00,29.00,nan,nan,nan,nan,nan,13.50,nan,nan,nan,nan,80.00,nan,nan,nan,8.00,40.00,27.00,1023.60,nan,998.60,nan,nan,nan,nan,nan,nan,33.00
28450.00,99999.00,201705021520.00,330.00,16.00,nan,40.00,nan,nan,nan,nan,6.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.00,27.00,nan,30.18,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021550.00,330.00,14.00,nan,nan,nan,nan,nan,nan,6.20,nan,nan,nan,nan,41.00,nan,nan,nan,nan,39.00,28.00,nan,30.21,nan,nan,nan,nan,nan,nan,nan,nan
28450.00,99999.00,201705021600.00,319.00,15.00,23.00,nan,nan,nan,nan,nan,31.20,nan,nan,nan,nan,0.00,nan,nan,nan,nan,38.00,28.00,1024.40,nan,999.30,nan,nan,nan,nan,nan,nan,33.00
